order_id,order_date,customer_segment,dc,lines,units,value_usd,promised_date,shipped_date,on_time
ORD-52267,2024-07-23,retail-chain,RNO-1,5,15,744,2024-07-01,2024-08-02,no
ORD-52270,2024-07-24,ecommerce,PDX-1,12,372,10790,2024-07-28,2024-07-28,yes
ORD-52272,2024-07-24,independent,CMH-1,11,110,1689,2024-07-27,2024-07-27,yes
ORD-52274,2024-07-24,b2b-direct,CMH-1,2,10,454,2024-07-27,2024-07-01,no
ORD-52276,2024-07-24,independent,RNO-1,3,87,2331,2024-07-28,2024-08-02,no
ORD-52277,2024-07-24,independent,CMH-1,5,55,2475,2024-07-28,2024-07-28,yes
ORD-52280,2024-07-24,retail-chain,PDX-1,1,11,326,2024-07-28,2024-08-02,no
ORD-52283,2024-07-24,ecommerce,RNO-1,14,490,12813,2024-07-28,2024-07-28,yes
ORD-52284,2024-07-25,b2b-direct,CMH-1,9,225,7562,2024-07-01,2024-08-03,no
ORD-52287,2024-07-25,ecommerce,PDX-1,1,17,398,2024-08-02,2024-08-04,no
ORD-52290,2024-07-25,retail-chain,PDX-1,2,6,144,2024-08-03,2024-08-05,no
ORD-52292,2024-07-25,ecommerce,CMH-1,9,351,14057,2024-07-28,2024-07-28,yes
ORD-52295,2024-07-25,ecommerce,CMH-1,12,192,9556,2024-07-28,2024-07-28,yes
ORD-52297,2024-07-25,independent,RNO-1,13,104,5322,2024-07-28,2024-07-28,yes
ORD-52299,2024-07-26,ecommerce,CMH-1,9,306,4319,2024-08-02,2024-08-02,yes
ORD-52302,2024-07-26,independent,CMH-1,14,420,17237,2024-08-03,2024-08-03,yes
ORD-52304,2024-07-26,ecommerce,CMH-1,2,8,286,2024-08-02,2024-08-04,no
ORD-52307,2024-07-26,ecommerce,RNO-1,4,88,2854,2024-07-01,2024-08-02,no
ORD-52310,2024-07-26,retail-chain,CMH-1,5,155,6321,2024-08-02,2024-08-03,no
ORD-52313,2024-07-26,b2b-direct,CMH-1,7,175,8510,2024-08-02,2024-08-06,no
ORD-52316,2024-07-26,b2b-direct,CMH-1,2,12,203,2024-08-02,2024-08-06,no
ORD-52319,2024-07-26,independent,PDX-1,8,312,11450,2024-08-03,2024-08-07,no
ORD-52320,2024-07-27,independent,CMH-1,11,22,1208,2024-08-03,2024-08-03,yes
ORD-52321,2024-07-27,b2b-direct,RNO-1,8,280,4199,2024-08-04,2024-08-04,yes
ORD-52323,2024-07-27,b2b-direct,PDX-1,11,341,5003,2024-08-03,2024-08-07,no
ORD-52325,2024-07-27,ecommerce,CMH-1,4,148,6337,2024-08-03,2024-08-05,no
ORD-52327,2024-07-27,b2b-direct,PDX-1,8,240,11970,2024-08-05,2024-08-05,yes
ORD-52329,2024-07-27,b2b-direct,PDX-1,2,20,530,2024-08-05,2024-08-05,yes
ORD-52332,2024-07-28,b2b-direct,CMH-1,6,186,6009,2024-08-04,2024-08-04,yes
ORD-52334,2024-07-28,independent,CMH-1,5,55,2640,2024-08-04,2024-08-04,yes
ORD-52335,2024-07-28,independent,PDX-1,6,42,1638,2024-08-05,2024-08-05,yes
ORD-52336,2024-07-29,ecommerce,RNO-1,10,70,818,2024-08-05,2024-08-06,no
ORD-52338,2024-07-29,retail-chain,CMH-1,11,352,13872,2024-08-05,2024-08-05,yes
ORD-52341,2024-07-29,independent,CMH-1,4,44,1997,2024-08-07,2024-08-07,yes
ORD-52344,2024-07-29,retail-chain,RNO-1,4,92,1060,2024-08-07,2024-08-07,yes
ORD-52345,2024-07-29,ecommerce,RNO-1,3,24,1003,2024-08-04,2024-08-04,yes
ORD-52346,2024-07-29,ecommerce,CMH-1,9,72,2840,2024-08-05,2024-08-05,yes
ORD-52348,2024-07-30,b2b-direct,CMH-1,7,14,658,2024-08-05,2024-08-09,no
ORD-52351,2024-07-30,independent,RNO-1,5,115,3284,2024-08-08,2024-08-12,no
ORD-52354,2024-07-30,retail-chain,RNO-1,8,312,3795,2024-08-05,2024-08-05,yes
ORD-52356,2024-07-30,independent,CMH-1,9,324,17054,2024-08-08,2024-08-09,no
ORD-52359,2024-07-30,b2b-direct,PDX-1,14,28,559,2024-08-05,2024-08-07,no
ORD-52361,2024-07-30,ecommerce,CMH-1,9,333,10620,2024-08-05,2024-08-05,yes
ORD-52362,2024-07-30,independent,PDX-1,1,7,366,2024-08-07,2024-08-07,yes
ORD-52364,2024-07-30,retail-chain,PDX-1,12,48,2162,2024-08-07,2024-08-08,no
ORD-52365,2024-07-31,ecommerce,RNO-1,10,240,6296,2024-08-09,2024-08-10,no
ORD-52366,2024-07-31,independent,PDX-1,5,185,8597,2024-08-08,2024-08-09,no
ORD-52369,2024-07-31,b2b-direct,RNO-1,10,30,1037,2024-08-08,2024-08-08,yes
ORD-52371,2024-07-31,independent,RNO-1,10,110,5520,2024-08-06,2024-08-06,yes
ORD-52373,2024-07-31,ecommerce,RNO-1,3,120,5434,2024-08-07,2024-08-09,no
ORD-52375,2024-07-31,ecommerce,PDX-1,5,120,1864,2024-08-07,2024-08-07,yes
ORD-52377,2024-07-31,retail-chain,PDX-1,10,290,12298,2024-08-07,2024-08-07,yes
ORD-52380,2024-07-31,ecommerce,PDX-1,4,140,6497,2024-08-06,2024-08-06,yes
ORD-52382,2024-08-01,ecommerce,CMH-1,2,56,2399,2024-08-05,2024-08-05,yes
ORD-52385,2024-08-01,b2b-direct,PDX-1,8,240,10615,2024-08-05,2024-08-05,yes
ORD-52387,2024-08-01,retail-chain,RNO-1,7,210,6476,2024-08-04,2024-08-04,yes
ORD-52390,2024-08-01,retail-chain,CMH-1,1,38,1784,2024-08-07,2024-08-09,no
ORD-52393,2024-08-01,independent,CMH-1,4,88,1104,2024-08-05,2024-08-09,no
ORD-52394,2024-08-01,retail-chain,PDX-1,1,27,1080,2024-08-05,2024-08-05,yes
ORD-52397,2024-08-01,ecommerce,RNO-1,4,152,5068,2024-08-06,2024-08-07,no
ORD-52400,2024-08-01,ecommerce,PDX-1,13,468,6304,2024-08-07,2024-08-08,no
ORD-52401,2024-08-02,independent,PDX-1,12,444,23152,2024-08-05,2024-08-09,no
ORD-52402,2024-08-02,ecommerce,CMH-1,4,36,594,2024-08-08,2024-08-10,no
ORD-52405,2024-08-02,ecommerce,RNO-1,9,324,11234,2024-08-05,2024-08-05,yes
ORD-52407,2024-08-03,b2b-direct,RNO-1,7,84,3056,2024-08-06,2024-08-10,no
ORD-52408,2024-08-03,independent,PDX-1,10,370,16526,2024-08-06,2024-08-06,yes
ORD-52411,2024-08-03,b2b-direct,PDX-1,3,15,647,2024-08-06,2024-08-07,no
ORD-52414,2024-08-03,independent,PDX-1,2,18,346,2024-08-07,2024-08-07,yes
ORD-52416,2024-08-03,ecommerce,PDX-1,6,120,4972,2024-08-07,2024-08-07,yes
ORD-52419,2024-08-03,retail-chain,RNO-1,5,180,5975,2024-08-06,2024-08-10,no
ORD-52420,2024-08-04,ecommerce,RNO-1,11,44,1635,2024-08-08,2024-08-09,no
ORD-52421,2024-08-04,b2b-direct,PDX-1,12,276,12331,2024-08-08,2024-08-09,no
ORD-52422,2024-08-04,ecommerce,CMH-1,10,380,14858,2024-08-07,2024-08-11,no
ORD-52424,2024-08-04,ecommerce,PDX-1,1,8,366,2024-08-08,2024-08-10,no
ORD-52427,2024-08-04,ecommerce,PDX-1,9,234,12454,2024-08-07,2024-08-09,no
ORD-52430,2024-08-04,independent,CMH-1,11,319,9729,2024-08-09,2024-08-09,yes
ORD-52431,2024-08-04,retail-chain,PDX-1,8,24,271,2024-08-07,2024-08-09,no
ORD-52434,2024-08-04,retail-chain,PDX-1,12,444,13584,2024-08-07,2024-08-07,yes
ORD-52435,2024-08-05,b2b-direct,RNO-1,3,99,1397,2024-08-10,2024-08-12,no
ORD-52437,2024-08-05,b2b-direct,RNO-1,8,312,6389,2024-08-11,2024-08-11,yes
ORD-52439,2024-08-05,ecommerce,RNO-1,6,126,6758,2024-08-08,2024-08-09,no
ORD-52442,2024-08-05,independent,RNO-1,5,185,5021,2024-08-08,2024-08-08,yes
ORD-52444,2024-08-05,independent,PDX-1,11,143,3797,2024-08-10,2024-08-14,no
ORD-52447,2024-08-05,independent,CMH-1,7,112,4241,2024-08-11,2024-08-11,yes
ORD-52448,2024-08-05,ecommerce,CMH-1,2,78,4143,2024-08-10,2024-08-14,no
ORD-52450,2024-08-05,independent,CMH-1,13,520,15090,2024-08-11,2024-08-11,yes
ORD-52451,2024-08-06,b2b-direct,PDX-1,14,504,14032,2024-08-10,2024-08-10,yes
ORD-52454,2024-08-06,retail-chain,PDX-1,6,84,3450,2024-08-11,2024-08-11,yes
ORD-52455,2024-08-06,ecommerce,CMH-1,7,168,1520,2024-08-11,2024-08-11,yes
ORD-52457,2024-08-06,independent,PDX-1,1,30,1581,2024-08-12,2024-08-12,yes
ORD-52458,2024-08-06,independent,CMH-1,6,90,4754,2024-08-11,2024-08-15,no
ORD-52459,2024-08-06,ecommerce,RNO-1,3,84,2013,2024-08-09,2024-08-11,no
ORD-52462,2024-08-06,independent,RNO-1,6,30,617,2024-08-09,2024-08-10,no
ORD-52464,2024-08-07,retail-chain,CMH-1,1,31,580,2024-08-11,2024-08-11,yes
ORD-52465,2024-08-07,independent,CMH-1,4,36,1202,2024-08-11,2024-08-11,yes
ORD-52466,2024-08-07,retail-chain,CMH-1,2,72,751,2024-08-11,2024-08-11,yes
ORD-52469,2024-08-07,retail-chain,PDX-1,4,116,4798,2024-08-10,2024-08-10,yes
ORD-52472,2024-08-07,independent,CMH-1,14,196,1841,2024-08-13,2024-08-17,no
ORD-52474,2024-08-08,ecommerce,RNO-1,12,156,2817,2024-08-14,2024-08-14,yes
ORD-52476,2024-08-08,retail-chain,RNO-1,10,330,4849,2024-08-12,2024-08-14,no
ORD-52478,2024-08-08,b2b-direct,CMH-1,5,170,3829,2024-08-12,2024-08-14,no
ORD-52481,2024-08-08,retail-chain,PDX-1,5,185,9980,2024-08-12,2024-08-12,yes
ORD-52482,2024-08-08,ecommerce,CMH-1,4,124,6754,2024-08-11,2024-08-12,no
ORD-52483,2024-08-09,ecommerce,PDX-1,7,28,1124,2024-08-14,2024-08-15,no
ORD-52484,2024-08-09,b2b-direct,RNO-1,8,264,10259,2024-08-13,2024-08-14,no
ORD-52486,2024-08-09,b2b-direct,PDX-1,14,252,6269,2024-08-15,2024-08-15,yes
ORD-52488,2024-08-10,b2b-direct,RNO-1,6,108,3466,2024-08-13,2024-08-13,yes
ORD-52490,2024-08-10,ecommerce,RNO-1,2,76,693,2024-08-15,2024-08-15,yes
ORD-52491,2024-08-10,ecommerce,CMH-1,6,90,1243,2024-08-13,2024-08-13,yes
ORD-52493,2024-08-10,ecommerce,PDX-1,3,75,1222,2024-08-15,2024-08-16,no
ORD-52494,2024-08-10,b2b-direct,PDX-1,3,9,420,2024-08-13,2024-08-17,no
ORD-52497,2024-08-11,independent,PDX-1,14,266,9697,2024-08-15,2024-08-15,yes
ORD-52499,2024-08-11,ecommerce,CMH-1,11,396,12149,2024-08-16,2024-08-16,yes
ORD-52500,2024-08-11,independent,RNO-1,13,208,9153,2024-08-17,2024-08-19,no
ORD-52502,2024-08-11,independent,PDX-1,13,117,6130,2024-08-15,2024-08-19,no
ORD-52503,2024-08-12,b2b-direct,RNO-1,12,24,362,2024-08-16,2024-08-16,yes
ORD-52506,2024-08-12,independent,RNO-1,8,56,2615,2024-08-15,2024-08-17,no
ORD-52507,2024-08-12,b2b-direct,RNO-1,13,286,11723,2024-08-16,2024-08-16,yes
ORD-52510,2024-08-12,b2b-direct,PDX-1,13,364,16819,2024-08-15,2024-08-17,no
ORD-52513,2024-08-12,retail-chain,RNO-1,9,225,9693,2024-08-15,2024-08-15,yes
ORD-52514,2024-08-12,retail-chain,RNO-1,12,372,12324,2024-08-15,2024-08-17,no
ORD-52517,2024-08-12,independent,RNO-1,6,150,4354,2024-08-15,2024-08-16,no
ORD-52519,2024-08-13,independent,CMH-1,4,52,2286,2024-08-16,2024-08-18,no
ORD-52522,2024-08-13,retail-chain,CMH-1,10,390,21104,2024-08-19,2024-08-19,yes
ORD-52524,2024-08-13,ecommerce,CMH-1,12,396,13276,2024-08-17,2024-08-17,yes
ORD-52527,2024-08-13,retail-chain,RNO-1,12,156,7800,2024-08-19,2024-08-19,yes
ORD-52528,2024-08-13,ecommerce,PDX-1,6,54,1945,2024-08-17,2024-08-18,no
ORD-52529,2024-08-13,ecommerce,PDX-1,3,24,1215,2024-08-18,2024-08-18,yes
ORD-52530,2024-08-14,independent,CMH-1,14,462,14414,2024-08-17,2024-08-18,no
ORD-52531,2024-08-14,b2b-direct,PDX-1,7,238,6565,2024-08-18,2024-08-18,yes
ORD-52532,2024-08-14,b2b-direct,CMH-1,13,364,18807,2024-08-17,2024-08-17,yes
ORD-52533,2024-08-14,retail-chain,CMH-1,10,380,9866,2024-08-18,2024-08-20,no
ORD-52536,2024-08-15,b2b-direct,PDX-1,9,189,8898,2024-08-20,2024-08-20,yes
ORD-52539,2024-08-15,retail-chain,PDX-1,4,32,465,2024-08-19,2024-08-19,yes
ORD-52542,2024-08-15,retail-chain,CMH-1,13,520,9374,2024-08-18,2024-08-18,yes
ORD-52544,2024-08-15,ecommerce,RNO-1,14,56,807,2024-08-21,2024-08-21,yes
ORD-52547,2024-08-15,ecommerce,CMH-1,1,16,872,2024-08-21,2024-08-21,yes
ORD-52550,2024-08-15,retail-chain,CMH-1,9,198,3814,2024-08-18,2024-08-19,no
ORD-52552,2024-08-16,independent,PDX-1,9,216,4746,2024-08-20,2024-08-21,no
ORD-52554,2024-08-16,b2b-direct,PDX-1,10,340,9417,2024-08-20,2024-08-20,yes
ORD-52556,2024-08-16,ecommerce,RNO-1,3,90,4687,2024-08-21,2024-08-21,yes
ORD-52559,2024-08-16,b2b-direct,PDX-1,12,24,619,2024-08-20,2024-08-24,no
ORD-52562,2024-08-16,independent,RNO-1,10,310,12746,2024-08-22,2024-08-22,yes
ORD-52563,2024-08-17,b2b-direct,CMH-1,3,60,1699,2024-08-23,2024-08-23,yes
ORD-52564,2024-08-17,independent,CMH-1,1,23,914,2024-08-20,2024-08-20,yes
ORD-52565,2024-08-17,independent,RNO-1,14,336,17454,2024-08-23,2024-08-27,no
ORD-52566,2024-08-17,retail-chain,CMH-1,8,24,675,2024-08-20,2024-08-20,yes
ORD-52569,2024-08-17,retail-chain,CMH-1,14,280,14738,2024-08-21,2024-08-21,yes
ORD-52570,2024-08-17,ecommerce,CMH-1,8,72,3531,2024-08-20,2024-08-20,yes
ORD-52573,2024-08-18,retail-chain,PDX-1,8,56,1499,2024-08-22,2024-08-22,yes
ORD-52574,2024-08-18,independent,RNO-1,3,39,643,2024-08-24,2024-08-25,no
ORD-52576,2024-08-18,ecommerce,CMH-1,4,156,7495,2024-08-22,2024-08-22,yes
ORD-52577,2024-08-18,retail-chain,RNO-1,3,96,4029,2024-08-24,2024-08-24,yes
ORD-52580,2024-08-18,b2b-direct,RNO-1,4,72,3840,2024-08-21,2024-08-22,no
ORD-52582,2024-08-19,retail-chain,PDX-1,13,429,17014,2024-08-23,2024-08-27,no
ORD-52583,2024-08-19,ecommerce,RNO-1,8,200,2534,2024-08-24,2024-08-25,no
ORD-52584,2024-08-19,ecommerce,RNO-1,4,24,332,2024-08-22,2024-08-22,yes
ORD-52587,2024-08-19,ecommerce,CMH-1,1,10,124,2024-08-25,2024-08-01,no
ORD-52588,2024-08-19,ecommerce,PDX-1,12,300,4784,2024-08-23,2024-08-23,yes
ORD-52589,2024-08-19,b2b-direct,PDX-1,12,228,10685,2024-08-23,2024-08-24,no
ORD-52590,2024-08-19,ecommerce,CMH-1,7,112,5322,2024-08-23,2024-08-24,no
ORD-52592,2024-08-19,b2b-direct,PDX-1,9,333,6225,2024-08-24,2024-08-25,no
ORD-52594,2024-08-20,b2b-direct,RNO-1,5,130,5672,2024-08-23,2024-08-23,yes
ORD-52595,2024-08-20,independent,CMH-1,4,84,964,2024-08-23,2024-08-23,yes
ORD-52598,2024-08-20,retail-chain,PDX-1,12,420,20401,2024-08-23,2024-08-27,no
ORD-52599,2024-08-20,ecommerce,RNO-1,3,39,1980,2024-08-23,2024-08-23,yes
ORD-52600,2024-08-20,ecommerce,PDX-1,4,108,5404,2024-08-25,2024-08-25,yes
ORD-52601,2024-08-20,independent,CMH-1,10,50,1934,2024-08-26,2024-09-02,no
ORD-52602,2024-08-20,ecommerce,RNO-1,10,50,2300,2024-08-24,2024-08-24,yes
ORD-52603,2024-08-20,ecommerce,CMH-1,13,78,1162,2024-08-26,2024-08-26,yes
ORD-52605,2024-08-21,b2b-direct,PDX-1,11,33,848,2024-08-25,2024-08-01,no
ORD-52608,2024-08-21,ecommerce,RNO-1,3,84,2872,2024-08-26,2024-08-26,yes
ORD-52611,2024-08-21,b2b-direct,CMH-1,10,400,10187,2024-08-26,2024-08-27,no
ORD-52613,2024-08-21,retail-chain,PDX-1,13,143,6756,2024-08-25,2024-08-25,yes
ORD-52615,2024-08-21,ecommerce,RNO-1,4,140,1343,2024-08-24,2024-08-25,no
ORD-52617,2024-08-21,b2b-direct,RNO-1,8,64,3362,2024-08-25,2024-08-27,no
ORD-52620,2024-08-21,b2b-direct,RNO-1,6,156,1655,2024-08-24,2024-08-24,yes
ORD-52622,2024-08-22,ecommerce,CMH-1,11,176,7258,2024-08-25,2024-08-25,yes
ORD-52623,2024-08-22,independent,CMH-1,2,44,2113,2024-08-26,2024-08-28,no
ORD-52625,2024-08-22,retail-chain,PDX-1,6,162,4603,2024-08-25,2024-08-26,no
ORD-52627,2024-08-22,ecommerce,CMH-1,2,38,2051,2024-08-26,2024-08-26,yes
ORD-52630,2024-08-23,independent,RNO-1,12,288,6557,2024-08-26,2024-08-26,yes
ORD-52633,2024-08-23,retail-chain,PDX-1,12,156,2749,2024-08-01,2024-08-01,yes
ORD-52635,2024-08-23,retail-chain,RNO-1,1,19,273,2024-08-26,2024-08-26,yes
ORD-52637,2024-08-23,retail-chain,PDX-1,11,99,2512,2024-08-27,2024-08-27,yes
ORD-52638,2024-08-23,independent,RNO-1,11,99,4441,2024-08-26,2024-08-26,yes
ORD-52641,2024-08-23,b2b-direct,CMH-1,13,377,19307,2024-08-27,2024-08-01,no
ORD-52643,2024-08-23,independent,PDX-1,4,108,5487,2024-08-26,2024-08-26,yes
ORD-52645,2024-08-23,ecommerce,RNO-1,4,128,1703,2024-08-27,2024-08-27,yes
ORD-52646,2024-08-24,retail-chain,RNO-1,1,28,396,2024-09-02,2024-09-02,yes
ORD-52647,2024-08-24,ecommerce,RNO-1,4,88,3036,2024-08-01,2024-09-05,no
ORD-52649,2024-08-24,independent,PDX-1,4,76,3515,2024-08-27,2024-08-27,yes
ORD-52652,2024-08-24,b2b-direct,CMH-1,9,198,9491,2024-08-28,2024-08-28,yes
ORD-52655,2024-08-24,ecommerce,RNO-1,3,6,273,2024-09-02,2024-09-03,no
ORD-52657,2024-08-24,ecommerce,RNO-1,4,120,4506,2024-08-28,2024-08-28,yes
ORD-52658,2024-08-24,ecommerce,PDX-1,11,220,3969,2024-08-28,2024-09-02,no
ORD-52660,2024-08-24,retail-chain,RNO-1,13,351,5203,2024-08-28,2024-09-02,no
ORD-52663,2024-08-25,independent,CMH-1,1,12,317,2024-09-02,2024-09-02,yes
ORD-52664,2024-08-25,ecommerce,PDX-1,5,190,9475,2024-08-01,2024-09-02,no
ORD-52667,2024-08-25,b2b-direct,CMH-1,12,348,14711,2024-08-28,2024-08-28,yes
ORD-52669,2024-08-25,independent,PDX-1,11,385,19019,2024-09-02,2024-09-02,yes
ORD-52672,2024-08-25,ecommerce,CMH-1,9,171,6466,2024-09-02,2024-09-06,no
ORD-52674,2024-08-25,independent,PDX-1,11,88,1003,2024-09-02,2024-09-02,yes
ORD-52675,2024-08-25,independent,CMH-1,3,120,1566,2024-09-02,2024-09-02,yes
ORD-52678,2024-08-25,b2b-direct,RNO-1,4,32,404,2024-08-28,2024-09-02,no
ORD-52680,2024-08-26,b2b-direct,CMH-1,10,120,1323,2024-09-02,2024-09-06,no
ORD-52683,2024-08-26,ecommerce,RNO-1,12,408,5883,2024-08-01,2024-08-01,yes
ORD-52686,2024-08-26,retail-chain,RNO-1,9,216,5360,2024-08-01,2024-08-01,yes
ORD-52687,2024-08-26,b2b-direct,CMH-1,2,24,442,2024-08-01,2024-09-05,no
ORD-52689,2024-08-26,ecommerce,PDX-1,4,112,2412,2024-09-02,2024-09-06,no
ORD-52692,2024-08-26,independent,PDX-1,4,140,4502,2024-08-01,2024-09-03,no
ORD-52694,2024-08-27,retail-chain,RNO-1,6,84,2830,2024-09-03,2024-09-07,no
ORD-52697,2024-08-27,ecommerce,CMH-1,3,105,2827,2024-09-03,2024-09-07,no
ORD-52699,2024-08-27,b2b-direct,RNO-1,14,42,1022,2024-09-03,2024-09-03,yes
ORD-52702,2024-08-27,ecommerce,RNO-1,4,148,1637,2024-09-02,2024-09-03,no
ORD-52703,2024-08-27,b2b-direct,RNO-1,5,30,1270,2024-09-03,2024-09-03,yes
ORD-52706,2024-08-27,retail-chain,PDX-1,9,261,8894,2024-09-03,2024-09-03,yes
ORD-52707,2024-08-27,ecommerce,CMH-1,6,186,6488,2024-09-03,2024-09-04,no
ORD-52710,2024-08-27,independent,RNO-1,3,24,1246,2024-09-04,2024-09-04,yes
ORD-52713,2024-08-28,ecommerce,RNO-1,9,342,3741,2024-09-04,2024-09-05,no
ORD-52716,2024-08-28,retail-chain,CMH-1,3,117,1854,2024-09-03,2024-09-03,yes
ORD-52719,2024-08-28,ecommerce,PDX-1,6,42,482,2024-09-03,2024-09-03,yes
ORD-52720,2024-08-28,ecommerce,PDX-1,7,14,334,2024-09-04,2024-09-05,no
ORD-52721,2024-08-29,b2b-direct,CMH-1,8,248,13372,2024-09-05,2024-09-05,yes
ORD-52724,2024-08-29,independent,CMH-1,8,168,3334,2024-09-06,2024-09-07,no
ORD-52727,2024-08-29,b2b-direct,PDX-1,5,105,2444,2024-09-07,2024-09-11,no
ORD-52730,2024-08-29,retail-chain,RNO-1,1,12,260,2024-09-06,2024-09-06,yes
ORD-52733,2024-08-29,ecommerce,PDX-1,4,48,1805,2024-09-05,2024-09-05,yes
ORD-52734,2024-08-29,b2b-direct,CMH-1,10,320,4336,2024-09-05,2024-09-05,yes
ORD-52737,2024-08-30,retail-chain,RNO-1,5,25,1078,2024-09-05,2024-09-05,yes
ORD-52738,2024-08-30,ecommerce,PDX-1,10,360,14241,2024-09-05,2024-09-05,yes
ORD-52739,2024-08-30,independent,RNO-1,11,220,11801,2024-09-06,2024-09-06,yes
ORD-52741,2024-08-30,retail-chain,RNO-1,5,90,1148,2024-09-07,2024-09-07,yes
ORD-52743,2024-08-30,b2b-direct,CMH-1,4,48,1448,2024-09-05,2024-09-06,no
ORD-52745,2024-08-30,ecommerce,RNO-1,3,36,918,2024-09-06,2024-09-06,yes
ORD-52746,2024-08-30,independent,PDX-1,4,160,7415,2024-09-05,2024-09-05,yes
ORD-52747,2024-08-31,ecommerce,PDX-1,6,108,2559,2024-09-09,2024-09-11,no
ORD-52750,2024-08-31,independent,PDX-1,6,78,1049,2024-09-06,2024-09-06,yes
ORD-52753,2024-08-31,b2b-direct,PDX-1,6,138,6954,2024-09-09,2024-09-09,yes
ORD-52756,2024-08-31,ecommerce,CMH-1,14,364,14419,2024-09-07,2024-09-07,yes
ORD-52757,2024-08-31,b2b-direct,CMH-1,6,216,6319,2024-09-07,2024-09-07,yes
ORD-52760,2024-08-31,independent,CMH-1,11,374,17769,2024-09-08,2024-09-08,yes
ORD-52761,2024-09-01,independent,PDX-1,10,150,4756,2024-09-07,2024-09-09,no
ORD-52764,2024-09-01,independent,PDX-1,14,28,1220,2024-09-04,2024-09-17,no
ORD-52767,2024-09-01,b2b-direct,CMH-1,13,130,1671,2024-09-05,2024-09-05,yes
ORD-52768,2024-09-02,retail-chain,RNO-1,12,336,12333,2024-09-06,2024-09-19,no
ORD-52770,2024-09-02,b2b-direct,PDX-1,1,25,577,2024-09-08,2024-09-15,no
ORD-52772,2024-09-02,b2b-direct,CMH-1,4,124,4960,2024-09-08,2024-09-14,no
ORD-52775,2024-09-03,independent,RNO-1,3,69,2078,2024-09-09,2024-09-11,no
ORD-52778,2024-09-03,retail-chain,CMH-1,2,50,1881,2024-09-06,2024-09-06,yes
ORD-52780,2024-09-03,ecommerce,RNO-1,11,286,12768,2024-09-07,2024-09-09,no
ORD-52782,2024-09-04,independent,RNO-1,6,234,9706,2024-09-09,2024-09-09,yes
ORD-52785,2024-09-04,retail-chain,RNO-1,11,297,14136,2024-09-07,2024-09-07,yes
ORD-52786,2024-09-04,b2b-direct,RNO-1,6,156,3031,2024-09-10,2024-09-14,no
ORD-52789,2024-09-04,b2b-direct,CMH-1,4,160,8324,2024-09-07,2024-09-07,yes
ORD-52791,2024-09-04,independent,RNO-1,5,55,788,2024-09-07,2024-09-07,yes
ORD-52792,2024-09-04,independent,CMH-1,14,210,3573,2024-09-10,2024-09-20,no
ORD-52795,2024-09-04,retail-chain,RNO-1,6,174,3587,2024-09-09,2024-09-20,no
ORD-52797,2024-09-05,ecommerce,RNO-1,5,150,5889,2024-09-09,2024-09-09,yes
ORD-52799,2024-09-05,b2b-direct,PDX-1,14,28,1377,2024-09-09,2024-09-09,yes
ORD-52801,2024-09-05,b2b-direct,PDX-1,7,28,1409,2024-09-08,2024-09-12,no
ORD-52802,2024-09-05,ecommerce,CMH-1,9,279,6411,2024-09-11,2024-09-20,no
ORD-52803,2024-09-06,retail-chain,CMH-1,13,182,6923,2024-09-11,2024-09-12,no
ORD-52804,2024-09-06,b2b-direct,CMH-1,2,8,173,2024-09-10,2024-09-12,no
ORD-52806,2024-09-06,ecommerce,CMH-1,7,49,1877,2024-09-09,2024-09-13,no
ORD-52807,2024-09-06,retail-chain,PDX-1,2,34,1161,2024-09-11,2024-09-11,yes
ORD-52808,2024-09-06,ecommerce,PDX-1,7,224,3753,2024-09-10,2024-09-14,no
ORD-52809,2024-09-06,retail-chain,RNO-1,9,351,9978,2024-09-09,2024-09-11,no
ORD-52812,2024-09-06,b2b-direct,PDX-1,2,36,820,2024-09-11,2024-09-11,yes
ORD-52815,2024-09-07,retail-chain,CMH-1,14,84,3925,2024-09-10,2024-09-14,no
ORD-52816,2024-09-07,b2b-direct,PDX-1,12,384,9643,2024-09-10,2024-09-10,yes
ORD-52819,2024-09-07,independent,CMH-1,1,6,126,2024-09-13,2024-09-13,yes
ORD-52821,2024-09-07,independent,RNO-1,9,243,10157,2024-09-11,2024-09-11,yes
ORD-52823,2024-09-08,independent,CMH-1,1,36,1076,2024-09-13,2024-09-17,no
ORD-52824,2024-09-08,b2b-direct,CMH-1,14,280,15191,2024-09-12,2024-09-20,no
ORD-52825,2024-09-08,retail-chain,CMH-1,4,136,2256,2024-09-13,2024-09-15,no
ORD-52828,2024-09-08,independent,PDX-1,3,45,1934,2024-09-14,2024-09-14,yes
ORD-52829,2024-09-08,b2b-direct,CMH-1,5,15,455,2024-09-12,2024-09-13,no
ORD-52831,2024-09-08,retail-chain,PDX-1,3,108,1242,2024-09-11,2024-09-15,no
ORD-52832,2024-09-08,retail-chain,RNO-1,11,88,3954,2024-09-11,2024-09-13,no
ORD-52834,2024-09-08,retail-chain,RNO-1,2,14,433,2024-09-12,2024-09-13,no
ORD-52835,2024-09-09,retail-chain,RNO-1,7,259,8638,2024-09-12,2024-09-20,no
ORD-52837,2024-09-09,retail-chain,CMH-1,4,92,4332,2024-09-13,2024-09-19,no
ORD-52838,2024-09-09,retail-chain,PDX-1,4,152,1549,2024-09-14,2024-09-16,no
ORD-52839,2024-09-09,ecommerce,PDX-1,8,296,7417,2024-09-14,2024-09-14,yes
